ENTREZID	SYMBOL	GOALL	ONTOLOGYALL	GOTERM
1958	EGR1	GO:1903508	BP	positive regulation of nucleic acid-templated transcription
1958	EGR1	GO:1904018	BP	positive regulation of vasculature development
1958	EGR1	GO:1905114	BP	cell surface receptor signaling pathway involved in cell-cell signaling
1958	EGR1	GO:2000026	BP	regulation of multicellular organismal development
1958	EGR1	GO:2000112	BP	regulation of cellular macromolecule biosynthetic process
1958	EGR1	GO:2000113	BP	negative regulation of cellular macromolecule biosynthetic process
1958	EGR1	GO:2000182	BP	regulation of progesterone biosynthetic process
1958	EGR1	GO:2001141	BP	regulation of RNA biosynthetic process
2033	EP300	GO:0000075	BP	cell cycle checkpoint
2033	EP300	GO:0000077	BP	DNA damage checkpoint
2033	EP300	GO:0000082	BP	G1/S transition of mitotic cell cycle
2033	EP300	GO:0000122	BP	negative regulation of transcription from RNA polymerase II promoter
2033	EP300	GO:0000278	BP	mitotic cell cycle
2033	EP300	GO:0000902	BP	cell morphogenesis
2033	EP300	GO:0000904	BP	cell morphogenesis involved in differentiation
2033	EP300	GO:0001501	BP	skeletal system development
2033	EP300	GO:0001666	BP	response to hypoxia
2033	EP300	GO:0001756	BP	somitogenesis
2033	EP300	GO:0001775	BP	cell activation
2033	EP300	GO:0001816	BP	cytokine production
2033	EP300	GO:0001817	BP	regulation of cytokine production
2033	EP300	GO:0001819	BP	positive regulation of cytokine production
2033	EP300	GO:0002218	BP	activation of innate immune response
2033	EP300	GO:0002220	BP	innate immune response activating cell surface receptor signaling pathway
2033	EP300	GO:0002223	BP	stimulatory C-type lectin receptor signaling pathway
2033	EP300	GO:0002253	BP	activation of immune response
2033	EP300	GO:0002376	BP	immune system process
2033	EP300	GO:0002429	BP	immune response-activating cell surface receptor signaling pathway
2033	EP300	GO:0002520	BP	immune system development
2033	EP300	GO:0002521	BP	leukocyte differentiation
2033	EP300	GO:0002682	BP	regulation of immune system process
2033	EP300	GO:0002684	BP	positive regulation of immune system process
2033	EP300	GO:0002757	BP	immune response-activating signal transduction
2033	EP300	GO:0002758	BP	innate immune response-activating signal transduction
2033	EP300	GO:0002764	BP	immune response-regulating signaling pathway
2033	EP300	GO:0002768	BP	immune response-regulating cell surface receptor signaling pathway
2033	EP300	GO:0003002	BP	regionalization
2033	EP300	GO:0006139	BP	nucleobase-containing compound metabolic process
2033	EP300	GO:0006259	BP	DNA metabolic process
2033	EP300	GO:0006281	BP	DNA repair
2033	EP300	GO:0006283	BP	transcription-coupled nucleotide-excision repair
2033	EP300	GO:0006289	BP	nucleotide-excision repair
2033	EP300	GO:0006325	BP	chromatin organization
2033	EP300	GO:0006351	BP	"transcription, DNA-templated"
2033	EP300	GO:0006355	BP	"regulation of transcription, DNA-templated"
2033	EP300	GO:0006357	BP	regulation of transcription from RNA polymerase II promoter
2033	EP300	GO:0006366	BP	transcription from RNA polymerase II promoter
2033	EP300	GO:0006461	BP	protein complex assembly
2033	EP300	GO:0006464	BP	cellular protein modification process
2033	EP300	GO:0006473	BP	protein acetylation
2033	EP300	GO:0006474	BP	N-terminal protein amino acid acetylation
2033	EP300	GO:0006475	BP	internal protein amino acid acetylation
2033	EP300	GO:0006476	BP	protein deacetylation
2033	EP300	GO:0006508	BP	proteolysis
2033	EP300	GO:0006725	BP	cellular aromatic compound metabolic process
2033	EP300	GO:0006807	BP	nitrogen compound metabolic process
2033	EP300	GO:0006914	BP	autophagy
2033	EP300	GO:0006915	BP	apoptotic process
2033	EP300	GO:0006950	BP	response to stress
2033	EP300	GO:0006952	BP	defense response
2033	EP300	GO:0006955	BP	immune response
2033	EP300	GO:0006974	BP	cellular response to DNA damage stimulus
2033	EP300	GO:0006977	BP	"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"
2033	EP300	GO:0006986	BP	response to unfolded protein
2033	EP300	GO:0006990	BP	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response
2033	EP300	GO:0006996	BP	organelle organization
2033	EP300	GO:0007049	BP	cell cycle
2033	EP300	GO:0007050	BP	cell cycle arrest
2033	EP300	GO:0007093	BP	mitotic cell cycle checkpoint
2033	EP300	GO:0007154	BP	cell communication
2033	EP300	GO:0007165	BP	signal transduction
2033	EP300	GO:0007166	BP	cell surface receptor signaling pathway
2033	EP300	GO:0007219	BP	Notch signaling pathway
2033	EP300	GO:0007275	BP	multicellular organism development
2033	EP300	GO:0007346	BP	regulation of mitotic cell cycle
2033	EP300	GO:0007389	BP	pattern specification process
2033	EP300	GO:0007399	BP	nervous system development
2033	EP300	GO:0007507	BP	heart development
2033	EP300	GO:0007517	BP	muscle organ development
2033	EP300	GO:0007519	BP	skeletal muscle tissue development
2033	EP300	GO:0007623	BP	circadian rhythm
2033	EP300	GO:0008150	BP	biological_process
2033	EP300	GO:0008152	BP	metabolic process
2033	EP300	GO:0008219	BP	cell death
2033	EP300	GO:0008630	BP	intrinsic apoptotic signaling pathway in response to DNA damage
2033	EP300	GO:0009056	BP	catabolic process
2033	EP300	GO:0009058	BP	biosynthetic process
2033	EP300	GO:0009059	BP	macromolecule biosynthetic process
2033	EP300	GO:0009266	BP	response to temperature stimulus
2033	EP300	GO:0009314	BP	response to radiation
2033	EP300	GO:0009408	BP	response to heat
2033	EP300	GO:0009411	BP	response to UV
2033	EP300	GO:0009416	BP	response to light stimulus
2033	EP300	GO:0009628	BP	response to abiotic stimulus
2033	EP300	GO:0009653	BP	anatomical structure morphogenesis
2033	EP300	GO:0009719	BP	response to endogenous stimulus
2033	EP300	GO:0009725	BP	response to hormone
2033	EP300	GO:0009755	BP	hormone-mediated signaling pathway
2033	EP300	GO:0009790	BP	embryo development
2033	EP300	GO:0009792	BP	embryo development ending in birth or egg hatching
2033	EP300	GO:0009887	BP	animal organ morphogenesis
2033	EP300	GO:0009888	BP	tissue development
2033	EP300	GO:0009889	BP	regulation of biosynthetic process
2033	EP300	GO:0009890	BP	negative regulation of biosynthetic process
2033	EP300	GO:0009891	BP	positive regulation of biosynthetic process
2033	EP300	GO:0009892	BP	negative regulation of metabolic process
2033	EP300	GO:0009893	BP	positive regulation of metabolic process
2033	EP300	GO:0009894	BP	regulation of catabolic process
2033	EP300	GO:0009952	BP	anterior/posterior pattern specification
2033	EP300	GO:0009966	BP	regulation of signal transduction
2033	EP300	GO:0009987	BP	cellular process
2033	EP300	GO:0010033	BP	response to organic substance
2033	EP300	GO:0010467	BP	gene expression
2033	EP300	GO:0010468	BP	regulation of gene expression
2033	EP300	GO:0010506	BP	regulation of autophagy
2033	EP300	GO:0010556	BP	regulation of macromolecule biosynthetic process
2033	EP300	GO:0010557	BP	positive regulation of macromolecule biosynthetic process
2033	EP300	GO:0010558	BP	negative regulation of macromolecule biosynthetic process
2033	EP300	GO:0010564	BP	regulation of cell cycle process
2033	EP300	GO:0010604	BP	positive regulation of macromolecule metabolic process
2033	EP300	GO:0010605	BP	negative regulation of macromolecule metabolic process
2033	EP300	GO:0010628	BP	positive regulation of gene expression
2033	EP300	GO:0010629	BP	negative regulation of gene expression
2033	EP300	GO:0010646	BP	regulation of cell communication
2033	EP300	GO:0010742	BP	macrophage derived foam cell differentiation
2033	EP300	GO:0010948	BP	negative regulation of cell cycle process
2033	EP300	GO:0012501	BP	programmed cell death
2033	EP300	GO:0014070	BP	response to organic cyclic compound
2033	EP300	GO:0014706	BP	striated muscle tissue development
2033	EP300	GO:0016032	BP	viral process
2033	EP300	GO:0016043	BP	cellular component organization
2033	EP300	GO:0016070	BP	RNA metabolic process
2033	EP300	GO:0016569	BP	covalent chromatin modification
2033	EP300	GO:0016570	BP	histone modification
2033	EP300	GO:0016573	BP	histone acetylation
2033	EP300	GO:0016579	BP	protein deubiquitination
2033	EP300	GO:0018076	BP	N-terminal peptidyl-lysine acetylation
2033	EP300	GO:0018130	BP	heterocycle biosynthetic process
2033	EP300	GO:0018193	BP	peptidyl-amino acid modification
2033	EP300	GO:0018205	BP	peptidyl-lysine modification
2033	EP300	GO:0018393	BP	internal peptidyl-lysine acetylation
2033	EP300	GO:0018394	BP	peptidyl-lysine acetylation
2033	EP300	GO:0019058	BP	viral life cycle
2033	EP300	GO:0019080	BP	viral gene expression
2033	EP300	GO:0019083	BP	viral transcription
2033	EP300	GO:0019219	BP	regulation of nucleobase-containing compound metabolic process
2033	EP300	GO:0019222	BP	regulation of metabolic process
2033	EP300	GO:0019438	BP	aromatic compound biosynthetic process
2033	EP300	GO:0019538	BP	protein metabolic process
2033	EP300	GO:0022402	BP	cell cycle process
2033	EP300	GO:0022607	BP	cellular component assembly
2033	EP300	GO:0023051	BP	regulation of signaling
2033	EP300	GO:0023052	BP	signaling
2033	EP300	GO:0030097	BP	hemopoiesis
2033	EP300	GO:0030098	BP	lymphocyte differentiation
2033	EP300	GO:0030099	BP	myeloid cell differentiation
2033	EP300	GO:0030154	BP	cell differentiation
2033	EP300	GO:0030183	BP	B cell differentiation
2033	EP300	GO:0030219	BP	megakaryocyte differentiation
2033	EP300	GO:0030220	BP	platelet formation
2033	EP300	GO:0030323	BP	respiratory tube development
2033	EP300	GO:0030324	BP	lung development
2033	EP300	GO:0030330	BP	"DNA damage response, signal transduction by p53 class mediator"
2033	EP300	GO:0030518	BP	intracellular steroid hormone receptor signaling pathway
2033	EP300	GO:0030521	BP	androgen receptor signaling pathway
2033	EP300	GO:0030522	BP	intracellular receptor signaling pathway
2033	EP300	GO:0030968	BP	endoplasmic reticulum unfolded protein response
2033	EP300	GO:0031323	BP	regulation of cellular metabolic process
2033	EP300	GO:0031324	BP	negative regulation of cellular metabolic process
2033	EP300	GO:0031325	BP	positive regulation of cellular metabolic process
2033	EP300	GO:0031326	BP	regulation of cellular biosynthetic process
2033	EP300	GO:0031327	BP	negative regulation of cellular biosynthetic process
2033	EP300	GO:0031328	BP	positive regulation of cellular biosynthetic process
2033	EP300	GO:0031329	BP	regulation of cellular catabolic process
2033	EP300	GO:0031347	BP	regulation of defense response
2033	EP300	GO:0031349	BP	positive regulation of defense response
2033	EP300	GO:0031365	BP	N-terminal protein amino acid modification
2033	EP300	GO:0031399	BP	regulation of protein modification process
2033	EP300	GO:0031570	BP	DNA integrity checkpoint
2033	EP300	GO:0031571	BP	mitotic G1 DNA damage checkpoint
2033	EP300	GO:0031647	BP	regulation of protein stability
2033	EP300	GO:0032092	BP	positive regulation of protein binding
2033	EP300	GO:0032268	BP	regulation of cellular protein metabolic process
2033	EP300	GO:0032479	BP	regulation of type I interferon production
2033	EP300	GO:0032481	BP	positive regulation of type I interferon production
2033	EP300	GO:0032501	BP	multicellular organismal process
2033	EP300	GO:0032502	BP	developmental process
2033	EP300	GO:0032606	BP	type I interferon production
2033	EP300	GO:0032774	BP	RNA biosynthetic process
2033	EP300	GO:0032870	BP	cellular response to hormone stimulus
2033	EP300	GO:0032989	BP	cellular component morphogenesis
2033	EP300	GO:0033143	BP	regulation of intracellular steroid hormone receptor signaling pathway
2033	EP300	GO:0033554	BP	cellular response to stress
2033	EP300	GO:0033993	BP	response to lipid
2033	EP300	GO:0034605	BP	cellular response to heat
2033	EP300	GO:0034620	BP	cellular response to unfolded protein
2033	EP300	GO:0034641	BP	cellular nitrogen compound metabolic process
2033	EP300	GO:0034644	BP	cellular response to UV
2033	EP300	GO:0034645	BP	cellular macromolecule biosynthetic process
2033	EP300	GO:0034654	BP	nucleobase-containing compound biosynthetic process
2033	EP300	GO:0034976	BP	response to endoplasmic reticulum stress
2033	EP300	GO:0035282	BP	segmentation
2033	EP300	GO:0035295	BP	tube development
2033	EP300	GO:0035556	BP	intracellular signal transduction
2033	EP300	GO:0035601	BP	protein deacylation
2033	EP300	GO:0035821	BP	modification of morphology or physiology of other organism
2033	EP300	GO:0035855	BP	megakaryocyte development
2033	EP300	GO:0035966	BP	response to topologically incorrect protein
2033	EP300	GO:0035967	BP	cellular response to topologically incorrect protein
2033	EP300	GO:0036211	BP	protein modification process
2033	EP300	GO:0036293	BP	response to decreased oxygen levels
2033	EP300	GO:0036294	BP	cellular response to decreased oxygen levels
2033	EP300	GO:0036344	BP	platelet morphogenesis
2033	EP300	GO:0040029	BP	"regulation of gene expression, epigenetic"
2033	EP300	GO:0042113	BP	B cell activation
2033	EP300	GO:0042221	BP	response to chemical
2033	EP300	GO:0042770	BP	signal transduction in response to DNA damage
2033	EP300	GO:0042771	BP	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
2033	EP300	GO:0043009	BP	chordate embryonic development
2033	EP300	GO:0043170	BP	macromolecule metabolic process
2033	EP300	GO:0043393	BP	regulation of protein binding
2033	EP300	GO:0043401	BP	steroid hormone mediated signaling pathway
2033	EP300	GO:0043412	BP	macromolecule modification
2033	EP300	GO:0043543	BP	protein acylation
2033	EP300	GO:0043618	BP	regulation of transcription from RNA polymerase II promoter in response to stress
2033	EP300	GO:0043620	BP	regulation of DNA-templated transcription in response to stress
2033	EP300	GO:0043627	BP	response to estrogen
2033	EP300	GO:0043900	BP	regulation of multi-organism process
2033	EP300	GO:0043902	BP	positive regulation of multi-organism process
2033	EP300	GO:0043903	BP	"regulation of symbiosis, encompassing mutualism through parasitism"
2033	EP300	GO:0043921	BP	modulation by host of viral transcription
2033	EP300	GO:0043923	BP	positive regulation by host of viral transcription
2033	EP300	GO:0043933	BP	macromolecular complex subunit organization
2033	EP300	GO:0043967	BP	histone H4 acetylation
2033	EP300	GO:0043969	BP	histone H2B acetylation
2033	EP300	GO:0044033	BP	multi-organism metabolic process
2033	EP300	GO:0044085	BP	cellular component biogenesis
2033	EP300	GO:0044093	BP	positive regulation of molecular function
2033	EP300	GO:0044237	BP	cellular metabolic process
2033	EP300	GO:0044238	BP	primary metabolic process
2033	EP300	GO:0044248	BP	cellular catabolic process
2033	EP300	GO:0044249	BP	cellular biosynthetic process
2033	EP300	GO:0044260	BP	cellular macromolecule metabolic process
2033	EP300	GO:0044267	BP	cellular protein metabolic process
2033	EP300	GO:0044271	BP	cellular nitrogen compound biosynthetic process
2033	EP300	GO:0044403	BP	"symbiosis, encompassing mutualism through parasitism"
2033	EP300	GO:0044419	BP	interspecies interaction between organisms
2033	EP300	GO:0044699	BP	single-organism process
2033	EP300	GO:0044700	BP	single organism signaling
2033	EP300	GO:0044707	BP	single-multicellular organism process
2033	EP300	GO:0044763	BP	single-organism cellular process
2033	EP300	GO:0044764	BP	multi-organism cellular process
2033	EP300	GO:0044767	BP	single-organism developmental process
2033	EP300	GO:0044770	BP	cell cycle phase transition
2033	EP300	GO:0044772	BP	mitotic cell cycle phase transition
2033	EP300	GO:0044773	BP	mitotic DNA damage checkpoint
2033	EP300	GO:0044774	BP	mitotic DNA integrity checkpoint
2033	EP300	GO:0044783	BP	G1 DNA damage checkpoint
2033	EP300	GO:0044819	BP	mitotic G1/S transition checkpoint
2033	EP300	GO:0044843	BP	cell cycle G1/S phase transition
2033	EP300	GO:0045087	BP	innate immune response
2033	EP300	GO:0045088	BP	regulation of innate immune response
2033	EP300	GO:0045089	BP	positive regulation of innate immune response
2033	EP300	GO:0045321	BP	leukocyte activation
2033	EP300	GO:0045444	BP	fat cell differentiation
2033	EP300	GO:0045786	BP	negative regulation of cell cycle
2033	EP300	GO:0045787	BP	positive regulation of cell cycle
2033	EP300	GO:0045815	BP	"positive regulation of gene expression, epigenetic"
2033	EP300	GO:0045892	BP	"negative regulation of transcription, DNA-templated"
2033	EP300	GO:0045893	BP	"positive regulation of transcription, DNA-templated"
2033	EP300	GO:0045930	BP	negative regulation of mitotic cell cycle
2033	EP300	GO:0045934	BP	negative regulation of nucleobase-containing compound metabolic process
2033	EP300	GO:0045935	BP	positive regulation of nucleobase-containing compound metabolic process
2033	EP300	GO:0045944	BP	positive regulation of transcription from RNA polymerase II promoter
2033	EP300	GO:0046483	BP	heterocycle metabolic process
2033	EP300	GO:0046649	BP	lymphocyte activation
2033	EP300	GO:0046782	BP	regulation of viral transcription
2033	EP300	GO:0048468	BP	cell development
2033	EP300	GO:0048511	BP	rhythmic process
2033	EP300	GO:0048513	BP	animal organ development
2033	EP300	GO:0048518	BP	positive regulation of biological process
2033	EP300	GO:0048519	BP	negative regulation of biological process
2033	EP300	GO:0048522	BP	positive regulation of cellular process
2033	EP300	GO:0048523	BP	negative regulation of cellular process
2033	EP300	GO:0048524	BP	positive regulation of viral process
2033	EP300	GO:0048534	BP	hematopoietic or lymphoid organ development
2033	EP300	GO:0048545	BP	response to steroid hormone
2033	EP300	GO:0048583	BP	regulation of response to stimulus
2033	EP300	GO:0048584	BP	positive regulation of response to stimulus
2033	EP300	GO:0048646	BP	anatomical structure formation involved in morphogenesis
2033	EP300	GO:0048731	BP	system development
2033	EP300	GO:0048856	BP	anatomical structure development
2033	EP300	GO:0048869	BP	cellular developmental process
2033	EP300	GO:0050434	BP	positive regulation of viral transcription
2033	EP300	GO:0050776	BP	regulation of immune response
2033	EP300	GO:0050778	BP	positive regulation of immune response
2033	EP300	GO:0050789	BP	regulation of biological process
2033	EP300	GO:0050792	BP	regulation of viral process
2033	EP300	GO:0050794	BP	regulation of cellular process
2033	EP300	GO:0050821	BP	protein stabilization
2033	EP300	GO:0050896	BP	response to stimulus
2033	EP300	GO:0051090	BP	regulation of sequence-specific DNA binding transcription factor activity
2033	EP300	GO:0051091	BP	positive regulation of sequence-specific DNA binding transcription factor activity
2033	EP300	GO:0051098	BP	regulation of binding
2033	EP300	GO:0051099	BP	positive regulation of binding
2033	EP300	GO:0051171	BP	regulation of nitrogen compound metabolic process
2033	EP300	GO:0051172	BP	negative regulation of nitrogen compound metabolic process
2033	EP300	GO:0051173	BP	positive regulation of nitrogen compound metabolic process
2033	EP300	GO:0051239	BP	regulation of multicellular organismal process
2033	EP300	GO:0051240	BP	positive regulation of multicellular organismal process
2033	EP300	GO:0051246	BP	regulation of protein metabolic process
2033	EP300	GO:0051252	BP	regulation of RNA metabolic process
2033	EP300	GO:0051253	BP	negative regulation of RNA metabolic process
2033	EP300	GO:0051254	BP	positive regulation of RNA metabolic process
2033	EP300	GO:0051276	BP	chromosome organization
2033	EP300	GO:0051702	BP	interaction with symbiont
2033	EP300	GO:0051704	BP	multi-organism process
2033	EP300	GO:0051716	BP	cellular response to stimulus
2033	EP300	GO:0051726	BP	regulation of cell cycle
2033	EP300	GO:0051817	BP	modification of morphology or physiology of other organism involved in symbiotic interaction
2033	EP300	GO:0051851	BP	modification by host of symbiont morphology or physiology
2033	EP300	GO:0052312	BP	modulation of transcription in other organism involved in symbiotic interaction
2033	EP300	GO:0052472	BP	modulation by host of symbiont transcription
2033	EP300	GO:0060255	BP	regulation of macromolecule metabolic process
2033	EP300	GO:0060348	BP	bone development
2033	EP300	GO:0060429	BP	epithelium development
2033	EP300	GO:0060537	BP	muscle tissue development
2033	EP300	GO:0060538	BP	skeletal muscle organ development
2033	EP300	GO:0060541	BP	respiratory system development
2033	EP300	GO:0060765	BP	regulation of androgen receptor signaling pathway
2033	EP300	GO:0061053	BP	somite development
2033	EP300	GO:0061061	BP	muscle structure development
2033	EP300	GO:0061418	BP	regulation of transcription from RNA polymerase II promoter in response to hypoxia
2033	EP300	GO:0061515	BP	myeloid cell development
2033	EP300	GO:0065003	BP	macromolecular complex assembly
2033	EP300	GO:0065007	BP	biological regulation
2033	EP300	GO:0065008	BP	regulation of biological quality
2033	EP300	GO:0065009	BP	regulation of molecular function
2033	EP300	GO:0070271	BP	protein complex biogenesis
2033	EP300	GO:0070482	BP	response to oxygen levels
2033	EP300	GO:0070646	BP	protein modification by small protein removal
2033	EP300	GO:0070647	BP	protein modification by small protein conjugation or removal
2033	EP300	GO:0070887	BP	cellular response to chemical stimulus
2033	EP300	GO:0071156	BP	regulation of cell cycle arrest
2033	EP300	GO:0071158	BP	positive regulation of cell cycle arrest
2033	EP300	GO:0071214	BP	cellular response to abiotic stimulus
2033	EP300	GO:0071310	BP	cellular response to organic substance
2033	EP300	GO:0071383	BP	cellular response to steroid hormone stimulus
2033	EP300	GO:0071396	BP	cellular response to lipid
2033	EP300	GO:0071407	BP	cellular response to organic cyclic compound
2033	EP300	GO:0071453	BP	cellular response to oxygen levels
2033	EP300	GO:0071456	BP	cellular response to hypoxia
2033	EP300	GO:0071478	BP	cellular response to radiation
2033	EP300	GO:0071482	BP	cellular response to light stimulus
2033	EP300	GO:0071495	BP	cellular response to endogenous stimulus
2033	EP300	GO:0071704	BP	organic substance metabolic process
2033	EP300	GO:0071822	BP	protein complex subunit organization
2033	EP300	GO:0071840	BP	cellular component organization or biogenesis
2033	EP300	GO:0072331	BP	signal transduction by p53 class mediator
2033	EP300	GO:0072332	BP	intrinsic apoptotic signaling pathway by p53 class mediator
2033	EP300	GO:0072359	BP	circulatory system development
2033	EP300	GO:0072395	BP	signal transduction involved in cell cycle checkpoint
2033	EP300	GO:0072401	BP	signal transduction involved in DNA integrity checkpoint
2033	EP300	GO:0072413	BP	signal transduction involved in mitotic cell cycle checkpoint
2033	EP300	GO:0072422	BP	signal transduction involved in DNA damage checkpoint
2033	EP300	GO:0072431	BP	signal transduction involved in mitotic G1 DNA damage checkpoint
2033	EP300	GO:0080090	BP	regulation of primary metabolic process
2033	EP300	GO:0080134	BP	regulation of response to stress
2033	EP300	GO:0080135	BP	regulation of cellular response to stress
2033	EP300	GO:0090042	BP	tubulin deacetylation
2033	EP300	GO:0090043	BP	regulation of tubulin deacetylation
2033	EP300	GO:0090068	BP	positive regulation of cell cycle process
2033	EP300	GO:0090077	BP	foam cell differentiation
2033	EP300	GO:0090304	BP	nucleic acid metabolic process
2033	EP300	GO:0090311	BP	regulation of protein deacetylation
2033	EP300	GO:0097190	BP	apoptotic signaling pathway
2033	EP300	GO:0097193	BP	intrinsic apoptotic signaling pathway
2033	EP300	GO:0097659	BP	nucleic acid-templated transcription
2033	EP300	GO:0098732	BP	macromolecule deacylation
2033	EP300	GO:0098751	BP	bone cell development
2033	EP300	GO:1900034	BP	regulation of cellular response to heat
2033	EP300	GO:1901360	BP	organic cyclic compound metabolic process
2033	EP300	GO:1901362	BP	organic cyclic compound biosynthetic process
2033	EP300	GO:1901522	BP	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus
2033	EP300	GO:1901576	BP	organic substance biosynthetic process
2033	EP300	GO:1901796	BP	regulation of signal transduction by p53 class mediator
2033	EP300	GO:1901987	BP	regulation of cell cycle phase transition
2033	EP300	GO:1901988	BP	negative regulation of cell cycle phase transition
2033	EP300	GO:1901990	BP	regulation of mitotic cell cycle phase transition
2033	EP300	GO:1901991	BP	negative regulation of mitotic cell cycle phase transition
2033	EP300	GO:1902400	BP	intracellular signal transduction involved in G1 DNA damage checkpoint
2033	EP300	GO:1902402	BP	signal transduction involved in mitotic DNA damage checkpoint
2033	EP300	GO:1902403	BP	signal transduction involved in mitotic DNA integrity checkpoint
2033	EP300	GO:1902531	BP	regulation of intracellular signal transduction
2033	EP300	GO:1902679	BP	negative regulation of RNA biosynthetic process
2033	EP300	GO:1902680	BP	positive regulation of RNA biosynthetic process
2033	EP300	GO:1902806	BP	regulation of cell cycle G1/S phase transition
2033	EP300	GO:1902807	BP	negative regulation of cell cycle G1/S phase transition
2033	EP300	GO:1903047	BP	mitotic cell cycle process
2033	EP300	GO:1903506	BP	regulation of nucleic acid-templated transcription
2033	EP300	GO:1903507	BP	negative regulation of nucleic acid-templated transcription
2033	EP300	GO:1903508	BP	positive regulation of nucleic acid-templated transcription
2033	EP300	GO:1903900	BP	regulation of viral life cycle
2033	EP300	GO:1903902	BP	positive regulation of viral life cycle
2033	EP300	GO:1904837	BP	beta-catenin-TCF complex assembly
2033	EP300	GO:2000045	BP	regulation of G1/S transition of mitotic cell cycle
2033	EP300	GO:2000112	BP	regulation of cellular macromolecule biosynthetic process
2033	EP300	GO:2000113	BP	negative regulation of cellular macromolecule biosynthetic process
2033	EP300	GO:2000134	BP	negative regulation of G1/S transition of mitotic cell cycle
2033	EP300	GO:2001141	BP	regulation of RNA biosynthetic process
2113	ETS1	GO:0000003	BP	reproduction
2113	ETS1	GO:0000302	BP	response to reactive oxygen species
2113	ETS1	GO:0001525	BP	angiogenesis
2113	ETS1	GO:0001568	BP	blood vessel development
2113	ETS1	GO:0001666	BP	response to hypoxia
2113	ETS1	GO:0001667	BP	ameboidal-type cell migration
2113	ETS1	GO:0001944	BP	vasculature development
2113	ETS1	GO:0002262	BP	myeloid cell homeostasis
2113	ETS1	GO:0002376	BP	immune system process
2113	ETS1	GO:0002520	BP	immune system development
2113	ETS1	GO:0002682	BP	regulation of immune system process
2113	ETS1	GO:0002684	BP	positive regulation of immune system process
2113	ETS1	GO:0006139	BP	nucleobase-containing compound metabolic process
2113	ETS1	GO:0006351	BP	"transcription, DNA-templated"
2113	ETS1	GO:0006355	BP	"regulation of transcription, DNA-templated"
2113	ETS1	GO:0006357	BP	regulation of transcription from RNA polymerase II promoter
2113	ETS1	GO:0006366	BP	transcription from RNA polymerase II promoter
2113	ETS1	GO:0006725	BP	cellular aromatic compound metabolic process
2113	ETS1	GO:0006807	BP	nitrogen compound metabolic process
2113	ETS1	GO:0006928	BP	movement of cell or subcellular component
2113	ETS1	GO:0006950	BP	response to stress
2113	ETS1	GO:0006952	BP	defense response
2113	ETS1	GO:0006954	BP	inflammatory response
2113	ETS1	GO:0006955	BP	immune response
2113	ETS1	GO:0006979	BP	response to oxidative stress
2113	ETS1	GO:0006996	BP	organelle organization
2113	ETS1	GO:0006997	BP	nucleus organization
2113	ETS1	GO:0007155	BP	cell adhesion
2113	ETS1	GO:0007159	BP	leukocyte cell-cell adhesion
2113	ETS1	GO:0007275	BP	multicellular organism development
2113	ETS1	GO:0007399	BP	nervous system development
2113	ETS1	GO:0007417	BP	central nervous system development
2113	ETS1	GO:0007420	BP	brain development
2113	ETS1	GO:0007565	BP	female pregnancy
2113	ETS1	GO:0008150	BP	biological_process
2113	ETS1	GO:0008152	BP	metabolic process
2113	ETS1	GO:0008283	BP	cell proliferation
2113	ETS1	GO:0008284	BP	positive regulation of cell proliferation
2113	ETS1	GO:0008285	BP	negative regulation of cell proliferation
2113	ETS1	GO:0009058	BP	biosynthetic process
2113	ETS1	GO:0009059	BP	macromolecule biosynthetic process
2113	ETS1	GO:0009605	BP	response to external stimulus
2113	ETS1	GO:0009611	BP	response to wounding
2113	ETS1	GO:0009612	BP	response to mechanical stimulus
2113	ETS1	GO:0009628	BP	response to abiotic stimulus
2113	ETS1	GO:0009653	BP	anatomical structure morphogenesis
2113	ETS1	GO:0009889	BP	regulation of biosynthetic process
2113	ETS1	GO:0009891	BP	positive regulation of biosynthetic process
2113	ETS1	GO:0009893	BP	positive regulation of metabolic process
2113	ETS1	GO:0009987	BP	cellular process
2113	ETS1	GO:0010033	BP	response to organic substance
2113	ETS1	GO:0010035	BP	response to inorganic substance
2113	ETS1	GO:0010467	BP	gene expression
2113	ETS1	GO:0010468	BP	regulation of gene expression
2113	ETS1	GO:0010556	BP	regulation of macromolecule biosynthetic process
2113	ETS1	GO:0010557	BP	positive regulation of macromolecule biosynthetic process
2113	ETS1	GO:0010594	BP	regulation of endothelial cell migration
2113	ETS1	GO:0010595	BP	positive regulation of endothelial cell migration
2113	ETS1	GO:0010604	BP	positive regulation of macromolecule metabolic process
2113	ETS1	GO:0010628	BP	positive regulation of gene expression
2113	ETS1	GO:0010631	BP	epithelial cell migration
2113	ETS1	GO:0010632	BP	regulation of epithelial cell migration
2113	ETS1	GO:0010634	BP	positive regulation of epithelial cell migration
2113	ETS1	GO:0010715	BP	regulation of extracellular matrix disassembly
2113	ETS1	GO:0014070	BP	response to organic cyclic compound
2113	ETS1	GO:0016043	BP	cellular component organization
2113	ETS1	GO:0016070	BP	RNA metabolic process
2113	ETS1	GO:0016337	BP	single organismal cell-cell adhesion
2113	ETS1	GO:0016477	BP	cell migration
